datetime,open,high,low,close,volume
2021-06-01,162.17500,162.54900,160.45300,160.93250,48600000
2021-05-28,162.10001,162.39951,160.98500,161.15350,46596000
2021-05-27,162.80000,163.01801,161.50200,161.50549,51224000
2021-05-26,163.72951,164.78650,162.92551,163.25800,47680000
2021-05-25,163.33350,163.99100,160.68800,162.95250,65222000
2021-05-24,160.77499,162.89751,160.52499,162.24950,48456000
2021-05-21,162.50000,162.83450,159.85049,160.15401,82098000
2021-05-20,162.22000,162.98399,161.80901,162.38400,52664000
2021-05-19,159.75000,161.73750,159.20000,161.59000,53594000
2021-05-18,164.62900,165.60001,161.51849,161.61400,56568000
2021-05-17,162.29649,164.63750,161.72951,163.51950,74478000
2021-05-14,159.27800,161.44299,159.14999,161.14500,66500000
2021-05-13,159.27350,160.19200,156.64999,158.07350,67018000
2021-05-12,159.25000,160.39700,156.65500,157.59700,98728000
2021-05-11,156.81400,161.89999,156.36850,161.19550,92396000
2021-05-10,164.11600,164.14999,159.50000,159.52451,116772000
2021-05-07,165.95450,166.54449,164.45351,164.58051,94206000
2021-05-06,163.50000,165.72000,162.36000,165.31850,88954000
2021-05-05,166.94299,167.73500,163.21800,163.52699,74226000
2021-05-04,167.80949,168.39900,163.60651,165.59351,108788000
2021-05-03,174.23650,174.33250,168.63499,169.32449,117510000
2021-04-30,176.25600,177.70000,173.12500,173.37100,140186000
2021-04-29,175.25500,175.72250,171.75000,173.56551,153648000
2021-04-28,171.74001,174.49400,171.25000,172.92500,92638000
2021-04-27,172.17349,173.00000,169.90050,170.87151,76542000
2021-04-26,167.39999,171.42250,166.54700,170.45000,97614000
2021-04-23,165.95500,168.75000,165.42500,167.04401,63856000
2021-04-22,168.58400,168.64349,165.07249,165.45200,51612000
2021-04-21,165.80000,168.14301,165.19051,168.10100,44224000
2021-04-20,168.67999,169.14951,165.80000,166.73450,52460000
2021-04-19,169.51649,171.79649,168.00800,168.60049,54508000
2021-04-16,169.00000,170.34000,167.77950,169.97200,63720000
2021-04-15,168.55000,169.85001,167.60001,168.95450,64672000
2021-04-14,170.20200,170.20650,166.30000,166.64999,62904000
2021-04-13,170.04250,171.60001,169.78149,170.00000,66316000
2021-04-12,167.76050,169.75200,167.55750,168.96950,65636000
2021-04-09,165.23500,168.61000,164.44501,168.61000,86830000
2021-04-08,165.54500,166.22501,164.60001,164.96500,56242000
2021-04-07,161.69000,165.18050,161.18250,163.96950,66924000
2021-04-06,161.18750,162.36549,160.85201,161.19099,50756000
2021-04-05,158.64999,161.79800,158.06200,161.33650,66698000
2021-04-01,155.89700,158.12199,155.77750,158.05000,58806000
2021-03-31,153.20300,155.96651,153.12500,154.70399,61878000
2021-03-30,153.50050,153.64999,151.70000,152.76450,46752000
2021-03-29,152.77200,154.56250,151.42250,153.78650,54920000
2021-03-26,152.20300,152.83299,149.80000,152.60150,66258000
2021-03-25,153.64951,155.48900,151.85699,152.31300,71270000
2021-03-24,157.55200,158.01550,154.25751,154.35350,59180000
2021-03-23,156.35001,159.10001,156.04250,156.87500,76346000
2021-03-22,153.39250,156.32899,153.00250,155.54350,58044000
2021-03-19,151.46150,153.86450,150.83150,153.74800,92508000
2021-03-18,155.05000,155.83150,151.25000,151.39951,72992000
2021-03-17,153.66100,158.65250,153.51100,156.78650,62372000
2021-03-16,155.24850,156.44550,153.79300,154.59300,50776000
2021-03-15,153.72850,154.11200,151.60451,154.08400,58272000
2021-03-12,153.75000,154.94901,152.27499,154.47450,48438000
2021-03-11,155.20050,156.58900,154.14650,155.67950,55528000
2021-03-10,154.92250,155.82300,151.50250,152.88200,60250000
2021-03-09,150.89951,154.54800,150.25751,153.14250,80600000
2021-03-08,150.75000,153.22951,147.56551,147.59750,83700000
2021-03-05,150.25000,150.45000,144.05000,150.02299,107772000
2021-03-04,150.60001,152.90649,147.27150,148.87849,109632000
2021-03-03,154.05901,155.38901,149.75000,150.25000,79774000
2021-03-02,157.17349,158.17599,154.35600,154.72650,51916000
2021-03-01,156.39450,157.47800,154.89951,157.30701,54582000
2021-02-26,154.75999,156.12199,151.83501,154.64650,85518000
2021-02-25,156.83701,158.91299,152.38800,152.85800,90676000
2021-02-24,158.33749,158.56149,156.26900,157.97650,60226000
2021-02-23,156.35150,160.23650,154.67999,159.72501,93544000
2021-02-22,160.40649,161.61600,158.61301,159.03700,70314000
2021-02-19,166.41150,166.67500,162.28751,162.49500,86104000
2021-02-18,164.12100,166.89999,163.69701,166.41150,60548000
2021-02-17,163.17999,166.04550,162.97501,165.43201,65950000
2021-02-16,162.70250,165.41499,162.67950,163.44749,51494000
2021-02-12,162.50000,164.01250,161.66550,163.88550,46706000
2021-02-11,164.60001,164.60001,162.40300,163.10651,46028000
2021-02-10,165.70000,165.89751,162.70000,164.32899,63032000
2021-02-09,165.62450,166.89999,164.89200,165.25000,44070000
2021-02-08,167.92500,168.25000,165.20000,166.14700,65148000
2021-02-05,165.95000,168.85001,165.13550,167.60750,72416000
2021-02-04,166.50000,167.35001,163.88750,166.55000,73414000
2021-02-03,171.25050,171.70000,165.43100,165.62650,141776000
2021-02-02,169.00000,171.38699,168.05650,169.00000,141972000
2021-02-01,162.11800,167.51300,161.75150,167.14400,83204000
2021-01-29,161.50000,161.84950,159.22749,160.31000,85872000
2021-01-28,161.75200,165.08400,161.43449,161.88100,62984000
2021-01-27,167.07449,167.32600,160.35400,161.62900,93204000
2021-01-26,164.81799,166.89999,164.14349,166.30650,59104000
2021-01-25,166.42500,168.19450,162.15750,164.70000,74996000
2021-01-22,165.21550,166.09550,164.15800,164.61150,56438000
2021-01-21,164.64999,167.42751,164.47850,165.34950,98722000
2021-01-20,159.09950,163.99001,158.75000,163.16901,106196000
2021-01-19,155.35001,157.25000,154.80000,156.03799,66102000
2021-01-15,156.15100,157.12750,154.75850,155.21249,84880000
2021-01-14,158.37601,158.89999,156.02950,156.37350,61418000
2021-01-13,156.42200,159.49750,156.10400,158.29449,66424000
2021-01-12,156.00000,157.10699,154.30000,156.04150,70292000
2021-01-11,157.40050,157.81900,155.50000,155.71049,73668000
2021-01-08,159.00000,159.53200,157.11000,159.13499,70754000
2021-01-07,157.85001,160.42700,157.75000,158.10800,70290000
2021-01-06,157.32401,159.87550,156.55800,156.91901,87896000
2021-01-05,158.30051,161.16901,158.25301,160.92551,53110000
2021-01-04,163.50000,163.60001,157.20100,159.33150,88228000
2020-12-31,163.75000,164.14600,162.06000,162.84650,59144000
2020-12-30,167.05000,167.10500,164.12350,164.29250,64186000
2020-12-29,165.49699,167.53250,164.06100,166.10001,97458000
2020-12-28,159.70000,165.20000,158.63451,164.19800,113736000
2020-12-24,159.69501,160.10001,158.45000,158.63451,29038000
